"","decimalLatitude","decimalLongitude","eventDate","scientificName","taxonConceptID","recordID"
"1",47.043265,15.153633,"2021-03-31","Bombina variegata",2423435,"a358fdd5-500f-4963-9454-545a88172748"
"2",46.655257,15.521563,"2014-03-27","Bombina variegata",2423435,"9212accb-b19e-465c-85b2-df6f018e83ef"
"3",48.12541318,16.05688905,"","Bombina variegata",2423435,"e331e44e-fcc2-4da2-ac4a-9a2f6265530c"
"4",48.12320853,16.05636371,"","Bombina variegata",2423435,"da843bec-ab22-4719-b268-b26c89835749"
"5",48.12043758,16.05966948,"","Bombina variegata",2423435,"b2db97ae-d8ac-413c-be20-eed1aa485a32"
"6",48.45346116,15.37860676,"","Bombina variegata",2423435,"b140bb0e-b7af-4fdc-9f9e-510980a73e09"
"7",48.12362143,16.05603909,"","Bombina variegata",2423435,"a0b4ba66-57fb-4a20-8924-eb65f49d60d2"
"8",48.45074345,15.38055047,"","Bombina variegata",2423435,"8afc5839-a7fa-4bfc-834b-6d4b85c69364"
"9",48.45346173,15.37867435,"","Bombina variegata",2423435,"76455517-8560-4000-a940-ddc69139bb2d"
"10",48.12146186,16.22401524,"","Bombina variegata",2423435,"735f166f-b8a1-410b-ba67-cabee5a01007"
"11",47.895485,15.47065209,"","Bombina variegata",2423435,"703a6e25-cda6-4d3c-b13e-2da2cd7e5870"
"12",48.12622195,16.05662944,"","Bombina variegata",2423435,"2f023c17-f38d-46f3-908f-1d690bf3de7b"
"13",48.20126612,16.04028006,"2004-10-05","Bombina variegata",2423435,"46c8d8cd-902b-4329-b8ae-4e39a39402f4"
"14",48.19999996,16.03752962,"2004-09-03","Bombina variegata",2423435,"eff7955d-15a2-45da-918a-46a892b965a2"
"15",48.19001269,16.03570469,"2004-09-03","Bombina variegata",2423435,"eef0c362-3816-4db1-9acf-998795763db2"
"16",48.2018725,16.03482818,"2004-09-02","Bombina variegata",2423435,"de46aa19-096e-4a15-b5bb-6bf866f76cb1"
"17",48.18645529,16.03377541,"2004-09-03","Bombina variegata",2423435,"d654b8c0-f648-4e34-acd9-c8173a796fe6"
"18",48.07642174,15.98926215,"2003-09-03","Bombina variegata",2423435,"b6838060-08dd-485e-8942-2506077183c2"
"19",48.07642174,15.98926215,"2003-09-03","Bombina variegata",2423435,"b5770fb4-e394-4408-91dc-95aca88fb1b4"
"20",48.20126612,16.04028006,"2003-09-02","Bombina variegata",2423435,"ad7afe51-5647-4cf9-b0d7-2a868d0a3525"
"21",46.993853,15.937485,"2018-09-12","Bombina variegata",2423435,"a94d7505-f0f3-4a6e-83c9-7fb09e786b9f"
"22",48.20189304,16.03926749,"2004-09-03","Bombina variegata",2423435,"a04cc18c-c666-4aec-a46b-f6e579cd30dd"
"23",47.869992,13.286108,"2020-09-15","Bombina variegata",2423435,"9210c57a-8d56-49bb-84df-eaa04e82750d"
"24",48.149945,16.010299,"2020-09-12","Bombina variegata",2423435,"8da342f2-31e6-499e-b6a8-3be0f25e6ebe"
"25",46.774599,15.802854,"2021-04-24","Bombina variegata",2423435,"f5ff38ce-7b8c-4e3d-b500-9a3253d396a1"
"26",48.332175,16.005735,"2019-09-14","Bombina variegata",2423435,"8b1c64ed-dc0e-4616-bfec-d6a39d7cc030"
"27",48.20126612,16.04028006,"2004-09-03","Bombina variegata",2423435,"89a4fa9f-6a3e-4046-b9db-da7dc1df6178"
"28",48.12280244,16.22460333,"2010-04-06","Bombina variegata",2423435,"f39ee921-ac85-4e8f-9ce3-b6998da140d4"
"29",48.20403807,16.03414281,"2003-09-02","Bombina variegata",2423435,"7cdc1ce6-cd3f-440f-b353-0824f946c957"
"30",47.616965,13.925256,"2020-09-18","Bombina variegata",2423435,"74deced3-f513-4a0d-a668-9f50241acb06"
"31",48.25406152,16.12412764,"2010-04-25","Bombina variegata",2423435,"d778ecc2-5bba-441f-a590-2ab7376ceef4"
